Date;Projet;Description;Temps (en heure);Tâche (pas obligatoire)
2015-11-16;Giilda;ligne de facture réaffecté (autocomplete);6;Facturation
2015-11-16;Giilda;Import des données;4;Import
2015-11-13;VINSI;changement Brouillon DRM PDF et de la validation;4,5;Télédeclaration DRM
2015-11-13;Giilda;Import et point téléphonique;2;Import
2015-11-13;AVA;Rectification Constats;1;Constats
2015-11-13;AVA;Export des comptes Vinificateurs;1;Évolutions
2015-11-12;VINSI;adaptation de l'export bi libellé;2,5;Télédeclaration DRM
2015-11-12;NathanMode;Récup du projet et gitification;1,5;TMA
2015-11-12;Giilda;Import de données;3,5;Import
2015-11-12;Giilda;Début import Contrat;6;Import
2015-11-12;AVA;Rectification Constats;2;Constats
2015-11-10;CIVA;DR fixe point de vigilance;1;TMA
2015-11-10;AVA;DRev;1;Évolutions
2015-11-10;24eme;URSCOP Contrat de travail;3,5;Interne
2015-11-10;24eme;Urscop;4;Interne
2015-11-09;VINSI;Réunion Loire;3,5;Télédeclaration DRM
2015-11-09;Giilda;Formulaire Facturation libre;6;Facturation
2015-11-09;AVA;Mode non conditionneur;2,5;DRev
2015-11-06;VINSI;maj application DRM droit Douane et Bi Stocks;4;Télédeclaration DRM
2015-11-06;DeclarVins;Ticket 16270;7;TMA
2015-11-06;DeclarVins;Maintenance droits circulation;0,5;TMA
2015-11-06;AVA;Appel + Rectification des constats;1;Constats
2015-11-06;24eme;Référencement des factures & Github banque;4;Interne
2015-11-05;VINSI; maj conf et entree de reintegration crds;1;Télédeclaration DRM
2015-11-05;VINSI;Guide user;1;Télédeclaration DRM
2015-11-05;VINSI;dévalidation de plusieurs DRM;1;Télédeclaration DRM
2015-11-05;Giilda;Intégration;1;Import
2015-11-05;DeclarVins;Tickets 16349 16331;4;TMA
2015-11-05;DeclarVins;Maintenance droits circulation;1;TMA
2015-11-05;DeclarVins;Gestion projet Antislah;2;TMA
2015-11-05;AVA;Rectification de constats;1;Constats
2015-11-05;24eme;Facturation;2,5;Interne
2015-11-04;VINSI;Problème de droit presse;1;TMA
2015-11-04;VINSI;Problème d'ajout produit;1;Télédeclaration DRM
2015-11-04;Giilda;Initialisation du script d'import;2;Import
2015-11-04;DeclarVins;Tickets 16264 16329 16340 16327;7;TMA
2015-11-04;DeclarVins;Maintenance droits circulation;0,5;TMA
2015-11-04;DeclarVins;Gestion projet Antislah;1;TMA
2015-11-04;AVA;Rectification de constats;2;Constats
2015-11-04;24eme;Uniformisation des temps;1;Interne
2015-11-04;24eme;Temps;1,5;Interne
2015-11-03;VINSI;Mouvement de Crd, popup réaffiché si non choisie...;7;Télédeclaration DRM
2015-11-03;Giilda;Formatage des float;3;Général
2015-11-03;Giilda;Catalogues produit;5;Import
2015-11-03;DeclarVins;Tickets 16332 16215;2;TMA
2015-11-02;VINSI;Ouverture calendrier, popup de choix de prod;3;Télédeclaration DRM
2015-11-02;Giilda;remonté des mvtFacture en vue;3;Facturation
2015-11-02;Giilda;Formatage des float;2;Général
2015-11-02;Giilda;Catalogues produit;3;Import
2015-11-02;DeclarVins;Ticket 16337;2;TMA
2015-11-02;DeclarVins;Gestion ouverture des tests logiciel antislash + caves tests;2;TMA
2015-11-02;CIVA;Mise à jour tiers + divers petites demandes;2,5;TMA
2015-11-01;Giilda;Etude des données BI IVSO;1,5;Import
2015-11-01;AVA;Réhabilitation de la dégustation;1;Constats
2015-11-01;24eme;Temps du mois;1,5;Compta
2015-10-30;VINSI;Correctif Pdf et visu;3,5;Télédeclaration DRM
2015-10-30;Giilda;Etude des données BI IVSO;1,5;Import
2015-10-30;CIVA;Vérification liste de CVIs;0,5;TMA
2015-10-30;AVA;Réactivation Dégustation;0,5;Constats
2015-10-30;Aurouze;RDV;2;
2015-10-30;Aurouze;RDV;2;
2015-10-30;24eme;Aurouze;2;Interne
2015-10-29;VINSI;Contrat de service, ajout brouillon..;6;Télédeclaration DRM
2015-10-29;Giilda;Historique de données;1;Import
2015-10-29;Giilda;Catalogue Produit;2;Forfait
2015-10-29;DeclarVins;Assistance CIVP EDI;2;TMA
2015-10-29;CIVA;Fixe problème import CSV utf8;1;TMA
2015-10-29;AVA;Rectification d'informations de constats;2,5;Constats
2015-10-28;24eme;SILLAGE;2;Interne
2015-10-28;24eme;RDV Comptable + Preparation reunion Aurouze;7;
2015-10-28;24eme;RDV Comptable + Preparation reunion Aurouze;7;
2015-10-28;24eme;Préparation Aurouze;3;Interne
2015-10-27;VINSI;Maj Edi, brouillon etape mvt;6;Télédeclaration DRM
2015-10-27;Giilda;Etude des données BI IVSO;1;Import
2015-10-27;DeclarVins;Tickets 16270 14075 14485;7;TMA
2015-10-27;AVA;Saisi des constats papiers;2;Constats
2015-10-27;AVA;Fixe problème constats;0,5;Constats
2015-10-26;VINSI;Réunion tel;2;Télédeclaration DRM
2015-10-26;VINSI;Maj Pdf, wording, droit douane;5;Télédeclaration DRM
2015-10-26;Giilda;Utilisation du plugin jquery;1,5;Général
2015-10-26;DeclarVins;Tickets 16306 16293;6;TMA
2015-10-26;CIVA;Problème compte contrats Metz bleger;1;TMA
2015-10-26;AVA;Ouverture de la DRev 2015;1,5;TMA
2015-10-26;AVA;Facturation DRev Marc fixe problème;1,5;Facturation
2015-10-23;VINSI;Tache de répartition des mvt;3,5;TMA
2015-10-23;Giilda;Plugin jquery format input number;2,5;Général
2015-10-23;Giilda;Enregistrement MouvementFacture;2;Facturation
2015-10-23;DeclarVins;Evolution OI/OC;8;TMA
2015-10-23;CIVA;DR ajout nouveaux points de vigilance;2;TMA
2015-10-23;AVA;Facturation DRev Marc;1,5;Facturation
2015-10-23;AVA;Export CSV des constats;2;Constats
2015-10-22;Giilda;mise en place entité MvtFacture;6;Facturation
2015-10-22;DeclarVins;Evolution OI/OC;5;TMA
2015-10-22;DeclarVins;Assistance Antislash;2;TMA
2015-10-22;AVA;Export CSV des factures avec syndicat viticole;2;Facturation
2015-10-22;AVA;Export CSV des constats;3,5;Constats
2015-10-21;Giilda;Point et discussion Facturation et DRM;2,5;DRM
2015-10-21;Giilda;Point equipe;3;Forfait
2015-10-21;Giilda;mvt en 50 50 depuis les contrats;6;Facturation
2015-10-21;DeclarVins;Evolution OI/OC;2;TMA
2015-10-21;AVA;Passage de la DRev 2015 en préprod;1,5;TMA
2015-10-20;VINSI;Gestion problème de connexion;1;TMA
2015-10-20;Giilda;Réunion;7;Facturation
2015-10-20;Giilda;Dév;3,5;DRM
2015-10-20;DeclarVins;Vins sans IG catalogue produit // Antislash;5;TMA
2015-10-20;DeclarVins;Evolution OI/OC;2;TMA
2015-10-20;CIVA;Gestion mail acheteur sur compte un supplémentaire + gestion Albrecht;1,5;TMA
2015-10-19;Giilda;Sprint 3 contrat;7;Forfait
2015-10-19;Giilda;Point giilda;1;Facturation
2015-10-19;Giilda;Gestion Avoir deFacturation;1,5;Facturation
2015-10-19;Giilda;Dév;7;DRM
2015-10-19;Giilda;adaptation des templates;6;Facturation
2015-10-19;CIVA;Fin de la mise en place de la récolte et ouverture;2;TMA
2015-10-16;Giilda;Sprint 3 contrat;2;Forfait
2015-10-16;Giilda; formulaires de modification des factures;6;Facturation
2015-10-16;DeclarVins;Tickets 16273 16280 16264;3;TMA
2015-10-16;CIVA;Mis en place récolte 2015;3,5;TMA
2015-10-15;Giilda;Sprint 3 contrat;7;Forfait
2015-10-15;Giilda;Facturation de mouvements dans modèle AVA;6;Facturation
2015-10-15;CKC;Citizen Kid;7;TMA
2015-10-14;Giilda;Sprint 3 contrat;7;Forfait
2015-10-14;Giilda;Facturation + corrections;7;DRM
2015-10-14;Giilda;Création Facture avec Template VIERGE;7;Facturation
2015-10-13;NathanMode;Corrections;5;Forfait
2015-10-13;Giilda;Facturation + corrections;7;DRM
2015-10-13;Giilda; Facturation AVA avec loire pour Giilda;7;Facturation
2015-10-13;DeclarVins;Ticket 16264;2;TMA
2015-10-12;Giilda;Point sprint;2;Forfait
2015-10-12;Giilda; maj PDF des factures ;4;Facturation
2015-10-12;DeclarVins;Ticket 16076;4;TMA
2015-10-12;CKC;Citizen Kid;3,5;TMA
2015-10-12;Actualys;Entretien symfony;1;
2015-10-12;24eme;Réunion hebdo;1;Interne
2015-10-09;Giilda;Début de mise en place;6;Facturation
2015-10-09;DeclarVins;Ticket 16220 16035 16240 15869;3;TMA
2015-10-09;DeclarVins;Ticket 16182;4;TMA
2015-10-08;VINSI;Conf Tannay Charite, pdf et mail de confimation DRM;5;Télédeclaration DRM
2015-10-08;DeclarVins;Ticket 16182 16076;5;TMA
2015-10-08;DeclarVins;Gestion de projet Francois et Brice A.;2;TMA
2015-10-08;24eme;Gestion Impot;0,5;Interne
2015-10-08;24eme;Appel Guesdon et estelle;0,5;Interne
2015-10-07;VINSI;SV12 sans contrats;2;TMA
2015-10-07;VINSI;Gestion d'effet de bord changement de conf;4;Télédeclaration DRM
2015-10-07;Safo;Bug;2;
2015-10-07;DeclarVins;Tickets 16001 16209 16218;6;TMA
2015-10-07;AVA;Dédoublonnement de constats;1,5;Constats
2015-10-06;VINSI;Problème de Facturation SV12;1;TMA
2015-10-06;VINSI;Problème de doublon dans SAGE;2;TMA
2015-10-06;DeclarVins;Réunion;5;TMA
2015-10-06;AVA;Ajout dans les mails;0,5;Constats
2015-10-05;VINSI;Problème dans les stocks;0,5;TMA
2015-10-05;VINSI;Liaison Vinsi;3;Télédeclaration DRM
2015-10-05;DeclarVins;EDI externe test et doc;4;TMA
2015-10-05;AVA;Enquete sur l'emailing;1;Constats
2015-10-02;VINSI;Pt d'aides et wording de l'appli;6;Télédeclaration DRM
2015-10-02;VINSI;Mise en prod;1;Télédeclaration DRM
2015-10-02;AVA;Fixe bug + migration constats;2,5;Constats
2015-10-02;24eme;Récap temps et Facturation;1,5;Compta
2015-10-01;VINSI;intégration des pt d'aides partout;6;Télédeclaration DRM
2015-10-01;DeclarVins;EDI externe;6;TMA
2015-10-01;AVA;Discussions evolutions + Fixe constats problème;2,5;Constats
2015-10-01;24eme;Récap temps du mois;1,5;Compta
2015-10-01;24eme;Note de frais;2;Compta
2015-09-30;VINSI;tache d'adaptation des mvt;7;Télédeclaration DRM
2015-09-30;DeclarVins;EDI externe;5;TMA
2015-09-30;AVA;Fixe bugs;6;Constats VTSGN
2015-09-29;VINSI;adaptation nouveaux mouvements;7;Télédeclaration DRM
2015-09-29;Prisma;Newsletter;2;
2015-09-29;DeclarVins;EDI externe;2;TMA
2015-09-29;DeclarVins;Catalogue produit pour antislash;2;TMA
2015-09-29;CIVA;Mise à dispositions stats DS;2;TMA
2015-09-29;AVA;Fixe bugs;1;Constats VTSGN
2015-09-28;VINSI;réunion télédeclaration DRM avec Fanny;2;Télédeclaration DRM
2015-09-28;VINSI;debug loire adaptation Conf;6;Télédeclaration DRM
2015-09-28;Safo;Devis;1;
2015-09-28;Prisma;Newsletter;6;
2015-09-28;CIVA;Générations DS XML;1;TMA
2015-09-28;AVA;Fixe bugs;3,5;Constats VTSGN
2015-09-25;VINSI;Wording et debug de l'appli;5;Télédeclaration DRM
2015-09-25;VINSI;Bug email télédéclarants;1;TMA
2015-09-25;DeclarVins;Réunion avec Antislash;4;TMA
2015-09-25;AVA;Fixe bugs;4;Constats VTSGN
2015-09-24;VINSI;maj gestion EDI;5;Télédeclaration DRM EDI
2015-09-24;VINSI;Bug email télédéclarants;2,5;TMA
2015-09-24;CKC;Administration page partenaire;3,5;TMA
2015-09-24;AVA;gestion de l'assemblage en visu;2;Constats VTSGN
2015-09-24;AVA;Fixe bugs;1;Constats VTSGN
2015-09-23;VINSI;maj doc EDI;3;Télédeclaration DRM EDI
2015-09-23;DeclarVins;Tickets 16143 16071;4;TMA
2015-09-23;DeclarVins;Point projet;2;TMA
2015-09-23;CKC;Administration page partenaire;3,5;TMA
2015-09-23;AVA;Fixe bugs;3,5;Constats VTSGN
2015-09-22;Vins;Conf call douane authentfication;1,5;Vins
2015-09-22;Vins;Confcall douane;1;Vins
2015-09-22;CIVA;Exports des déclarant DS;1,5;TMA
2015-09-22;AVA;gestion d assemblage;4;Constats VTSGN
2015-09-22;AVA;Fixe bugs;4;Constats VTSGN
2015-09-21;CIVA;DS problème déclarant et migration vers civa2;1;TMA
2015-09-21;AVA;maj bypass des jours fériés et dimanche;7;Constats VTSGN
2015-09-21;AVA;Fixe bugs;5;Constats VTSGN
2015-09-18;CIVA;Date de modifications PDF DR;1;TMA
2015-09-18;AVA;PDF constats et bug de vicky;7;Constats VTSGN
2015-09-18;AVA;Gestion des mise à jours sur l'interface Mobile;3,5;Constats VTSGN
2015-09-17;VINSI;maj correctif bug remonté des vrac par campagne;1;TMA
2015-09-17;Giilda;Réunion Contrat et DRM;7;DRM
2015-09-17;AVA;retrait des rdv non planifiés;6;Constats VTSGN
2015-09-16;Giilda;Bootstrapisation DRM;7;DRM
2015-09-16;AVA;maj remontée de vicky;7;Constats VTSGN
2015-09-15;Giilda;Bootstrapisation DRM;2;DRM
2015-09-15;AVA;Fixe bugs;5;Constats VTSGN
2015-09-15;AVA;email de notif et adaptation constats;7;Constats VTSGN
2015-09-14;AVA;multi constats par rdv;7;Constats VTSGN
2015-09-14;AVA;Fixe bugs;7;Constats VTSGN
2015-09-11;AVA;Fine Tuning;7;Constats VTSGN
2015-09-11;AVA;Fine tuning;7;Constats VTSGN
2015-09-10;AVA;Fine Tuning;7;Constats VTSGN
2015-09-10;AVA;Fine tuning;7;Constats VTSGN
2015-09-09;AVA;Planifications;7;Constats VTSGN
2015-09-09;AVA;gestion des constats sur mobile et maj etat rendezvous;8;Constats VTSGN
2015-09-08;CIVA;Export Télédéclants DR;1;TMA
2015-09-08;AVA;Planifications;6;Constats VTSGN
2015-09-08;AVA;gestion des constats sur mobile;8;Constats VTSGN
2015-09-07;Giilda;Bootstrapisation DRM;3,5;DRM
2015-09-07;AVA;Trie des rendezvous par jour;3;Constats VTSGN
2015-09-04;Giilda;Sprint 3 Contrat;4;Contrats
2015-09-04;DeclarVins;Tickets 14493 15009 15604;4;TMA
2015-09-04;CIVA;Mails de rappel DS;3,5;TMA
2015-09-03;Giilda;Sprint 3 Contrat;7;Contrats
2015-09-03;Giilda;Bootstrapisation DRM;3,5;DRM
2015-09-03;AVA;Gestion des tournée par agents;7;Constats VTSGN
2015-09-03;AVA;Facturation Import DR et migration opérateurs;1;TMA
2015-09-02;Giilda;Sprint 3 Contrat;4;Contrats
2015-09-02;Giilda;Bootstrapisation DRM;3,5;DRM
2015-09-02;DeclarVins;Ticket 15998;2;TMA
2015-09-02;AVA;Modification des Rendezvous et vue générique;7;Constats VTSGN
2015-09-01;Giilda;Sprint 3 Contrat;4;Contrats
2015-09-01;Giilda;Adaption DRM loire;4;DRM
2015-09-01;AVA;Fixe bug export SAGE;1,5;Facturation
2015-09-01;AVA;Enregistrement des Rendezvous;5;Constats VTSGN
2015-08-31;Giilda;Sprint 3 Contrat;7;Contrats
2015-08-31;Giilda;Adaption DRM loire;5;DRM
2015-08-31;AVA;Saisie du montant du paiement;1;Facturation
2015-08-31;AVA;Réunion d'initialisation;1;Constats VTSGN
2015-08-31;AVA;Point Constats VTSGN;1;Constats VTSGN
2015-08-31;AVA;Mise en place des module et plugins spécifiques;4;Constats VTSGN
2015-08-28;VINSI;amélioration de l'import EDI;7;Télédeclaration DRM
2015-08-28;Giilda;Sprint 3 Contrat;6;Contrats
2015-08-28;AVA;Génération d'avoirs;4;Facturation
2015-08-26;VINSI;utilisation d'un doc spécifique EDI;7;Télédeclaration DRM
2015-08-26;DeclarVins;Réunion Avignon;7;TMA
2015-08-26;AVA;Génération d'avoir;4;Facturation
2015-08-25;VINSI;annexe EDI et module specifique;7;Télédeclaration DRM
2015-08-25;Giilda;Sprint 3 Contrat;4;Contrats
2015-08-25;DeclarVins;Ticket 15947;2;TMA
2015-08-25;AVA;Génération d'avoir;3;Facturation
2015-08-24;VINSI;reprise des produits dans EDI;7;Télédeclaration DRM
2015-08-24;CIVA;Conditionnement bloc contrat et création tiers;2;TMA
2015-08-24;AVA;Fixe bug pdf Drev et fixe erreur Facturation;1;TMA
2015-08-21;VINSI;mis en place EDI;7;Télédeclaration DRM
2015-08-21;Giilda;Sprint 3 Contrat;5;Contrats
2015-08-20;VINSI;update de l'arbre produit;7;Télédeclaration DRM
2015-08-20;Giilda;Sprint 3 Contrat;7;Contrats
2015-08-19;VINSI;gestion des mails;7;Télédeclaration DRM
2015-08-19;Giilda;Sprint 3 Contrat;6;Contrats
2015-08-18;VINSI;restriction des liens et debug Crd;7;Télédeclaration DRM
2015-08-18;Giilda;Point sprint 3;2;Contrats
2015-08-18;DeclarVins;Tickets 15917 15924;5;TMA
2015-08-17;24eme;Journee off;;24ème
2015-08-14;NathanMode;Evolutions;10;Forfait
2015-08-13;NathanMode;Evolutions;2;Forfait
2015-08-13;Giilda;Autocomplete permissif;2;Contrats
2015-08-13;DeclarVins;Teledeclaration DRM / Conf;6;Forfait
2015-08-13;CIVA;Ouverture et mise à jour DR 2015 en préprod;2;TMA
2015-08-13;AVA;Création de comptes distillateurs + Etablissement avec num SIRET;2;TMA
2015-08-13;24eme;Envoi Facturation;1;24ème
2015-08-12;VINSI;popup création et Droits douane;7;Télédeclaration DRM
2015-08-12;Giilda;Contrats widget bootstrap;3,5;Contrats
2015-08-12;DeclarVins;Teledeclaration DRM / Conf;3;Forfait
2015-08-12;DeclarVins;Mockup DRM;3;TMA
2015-08-12;CIVA;Mise à jour tiers et mail DS Propriété;1;TMA
2015-08-11;VINSI;popup et PDF télédeclaration DRM;7;Télédeclaration DRM
2015-08-11;DeclarVins;Teledeclaration DRM / Conf;7;Forfait
2015-08-11;AVA;Mise à jour des mockups et compte rendu réunion;4;Constats VTSGN
2015-08-11;24eme;Temps;1;24ème
2015-08-10;VINSI;popup contrat vinsi sans les champs;3;Télédeclaration DRM
2015-08-10;VINSI;Fixe Bug;1,5;Télédeclaration DRM
2015-08-10;VINSI;Changement des alertes à 3 mois;1;TMA
2015-08-10;Gestion;Mathurin fait ses temps;2;Temps
2015-08-10;DeclarVins;Teledeclaration DRM;6;Forfait
2015-08-10;AVA;Mise à jour des mockups Constats VTSGN;1;Constats VTSGN
2015-08-10;AVA;Doublons export parcellaire;2;Parcellaire
2015-08-07;VINSI;Tickets et mise en prod;9;Télédeclaration DRM
2015-08-07;VINSI;annualisation conf mise en prod;10;Télédeclaration DRM
2015-08-07;DeclarVins;Teledeclaration DRM;7;Forfait
2015-08-06;VINSI;maj de la config annualisé pour les mouvement;9;Télédeclaration DRM
2015-08-06;VINSI;Catalogue produits;7;Télédeclaration DRM
2015-08-06;DeclarVins;Teledeclaration DRM;5;Forfait
2015-08-06;DeclarVins;Bug validation DRM;2;TMA
2015-08-05;VINSI;maj de la strategie de suppression;6;Télédeclaration DRM
2015-08-05;DeclarVins;Assistance Saisie DRM IR;1;TMA
2015-08-05;CIVA;Réunion DRM;7;TMA
2015-08-05;CIVA;Réunion DRM;7;DRM
2015-08-04;VINSI;ajout des pt de vigilance et sorties contrat hors IL;7;Télédeclaration DRM
2015-08-04;DeclarVins;Teledeclaration DRM;7;Forfait
2015-08-04;DeclarVins;Mise à jour doc EDI externe;1;TMA
2015-08-04;AVA;Réunion Constats VTSGN;7;Constats VTSGN
2015-08-03;VINSI;les produits autres sont enlevé;5;Télédeclaration DRM
2015-08-03;VINSI;Conf annualisée;3,5;Télédeclaration DRM
2015-08-03;Giilda;Étude solution BNIA Cahors;1,5;Contrats
2015-08-03;DeclarVins;Teledeclaration DRM;7;Forfait
2015-08-03;AVA;Mockups constats VTSGN;2;Constats VTSGN
2015-07-31;VINSI;enregistrement des emails de transmission;7;Télédeclaration DRM
2015-07-31;VINSI;Discussion catalogue produit;3,5;Télédeclaration DRM
2015-07-31;DeclarVins;Mise en prod tickets 14697 14977 15009;1;TMA
2015-07-31;DeclarVins;Assistance IVSE et ticket 15581;4;TMA
2015-07-31;CIVA;Fixe bug file_get_content et hébergeur portail inaccessible;1;TMA
2015-07-31;AVA;Mockups constats VTSGN;1,5;Constats VTSGN
2015-07-31;AVA;Fixe bug saisie DRevMarc papier;1;DRev
2015-07-31;24eme;Recherche assurance multirisques;1;
2015-07-30;VINSI;Verso contrat nouveau;1,5;TMA
2015-07-30;VINSI;Points, Tickets;5,5;Télédeclaration DRM
2015-07-30;VINSI;maj export EDI;4;Télédeclaration DRM
2015-07-30;DeclarVins;Tickets 14735 15777 14499;6;TMA
2015-07-30;AVA;DRevMarc Papier;1,5;DRev
2015-07-29;VINSI;Tickets;5;Télédeclaration DRM
2015-07-29;VINSI;mis en place de la popup de Création pour la télédeclarati;7;Télédeclaration DRM
2015-07-29;DeclarVins;Tickets 14824 15543 15604;5;TMA
2015-07-29;CIVA;Modification d'un contrat;0,5;TMA
2015-07-29;AVA;Gestion problème d'emails;1,5;TMA
2015-07-29;24eme;Prospection;1,5;
2015-07-28;VINSI; popup pour le choix EDI;7;Télédeclaration DRM
2015-07-28;Giilda;Réunion;7;Forfait
2015-07-28;Giilda;Réunion;7;Contrats
2015-07-27;VINSI;mis à jour du pdf + ticket;7;Télédeclaration DRM
2015-07-27;Giilda;Sprint 2;5;Forfait
2015-07-27;Giilda;Dév;7;Contrats
2015-07-26;Giilda;Sprint 2;5;Forfait
2015-07-24;Giilda;Sprint 2;8;Forfait
2015-07-24;Giilda;Historique des contrats;4;Contrats
2015-07-24;CIVA;Mise à jour des notices d'aide de la DS;0,5;TMA
2015-07-23;DeclarVins;Assistance GRC ticket 15009;2;TMA
2015-07-23;CIVA;Ouverture DS, Envoi des mails et planification de l'ouverture;3;TMA
2015-07-23;AVA;Export csv des dégustateurs;2;TMA
2015-07-23;AVA;Envoi de mail en spool;2;TMA
2015-07-23;24eme;RDV Nathan Mode;;
2015-07-22;VINSI;maj de l'affichage des CRDS avec la fct hasManyCrds;3;Télédeclaration DRM
2015-07-22;DeclarVins;Tickets 15592 15543 15604 15537;7;TMA
2015-07-22;CIVA;Ouverture DS (Import lieux stockage ,Tache d'envoi des mails);5;TMA
2015-07-21;VINSI;Réunion;7;Télédeclaration DRM
2015-07-21;DeclarVins;Tickets 15574 15634;3;TMA
2015-07-21;DeclarVins;Assistance GRC CIVP;4;TMA
2015-07-21;CIVA;Vins sans IG dans les contrats;1;TMA
2015-07-21;CIVA;Ouverture DS (Récap Mails et import lieux de stockage);5,5;TMA
2015-07-21;CIVA;Corrections de contrats;0,5;TMA
2015-07-20;VINSI;Tickets;5;Télédeclaration DRM
2015-07-20;VINSI;maj PDF pour prendre en compte nouveau format libellé;8;Télédeclaration DRM
2015-07-20;DeclarVins;Tickets 15586 15574;4;TMA
2015-07-20;DeclarVins;Point gestion de projet;1;TMA
2015-07-20;AVA;Fermeture des télédéclarations;2;TMA
2015-07-17;VINSI;Tickets, Optimisation de la Conf;7;Télédeclaration DRM
2015-07-17;VINSI;Fine tuning;7;Télédeclaration DRM
2015-07-17;DeclarVins;Tickets 15592 15544 15537 15542;5;TMA
2015-07-17;DeclarVins;Reflexion evolution DRM douane;4;TMA
2015-07-17;AVA;Fixe bug génération export SAGE;1;Facturation
2015-07-16;VINSI;Tickets;7;Télédeclaration DRM
2015-07-16;VINSI;Fine tuning;7;Télédeclaration DRM
2015-07-16;DeclarVins;Ticket 15009;7;TMA
2015-07-15;VINSI;Tickets;7;Télédeclaration DRM
2015-07-15;VINSI;changement des libellés long de mvt avec picto degueu   ;4;Télédeclaration DRM
2015-07-15;Giilda;Sprint 2;4;Forfait
2015-07-15;Giilda;Point equipe;1;Forfait
2015-07-14;Giilda;Sprint 2;4;Forfait
2015-07-13;VINSI;on specifie le type de document dans les popup d'export;2;Télédeclaration DRM
2015-07-13;Giilda;Sprint 2;6;Forfait
2015-07-12;VINSI;maj de létape annexe et de sa visualisation;1;Télédeclaration DRM
2015-07-10;VINSI;Tickets;7;Télédeclaration DRM
2015-07-10;DeclarVins;Tickets 15556 15543;2;TMA
2015-07-10;DeclarVins;Pb lenteur;3;TMA
2015-07-10;DeclarVins;Intervention IVSE;1;TMA
2015-07-10;CIVA;Import des tiers;0,5;TMA
2015-07-09;VINSI;Catalogue produit;7;Télédeclaration DRM
2015-07-09;VINSI;ajout des cautions et adresse compta des etablissements;7;Télédeclaration DRM
2015-07-08;VINSI;mis à jour des documents DAA DSA et PDF;7;Télédeclaration DRM
2015-07-08;VINSI;Catalogue produit;3,5;Télédeclaration DRM
2015-07-07;VINSI;changement schema DRM avec champs ancien + nouveau pour le;7;Télédeclaration DRM
2015-07-07;DeclarVins;Tickets 15549 15545 15341;1;TMA
2015-07-07;DeclarVins;Réunion;6;TMA
2015-07-07;AVA;Export SAGE et Exports CSV déclarations;7;Facturation
2015-07-06;VINSI;mis en place d'une tache d'update de la conf;7;Télédeclaration DRM
2015-07-06;Giilda;Sprint 2;6;Forfait
2015-07-06;AVA;Export SAGE;7;Facturation
2015-07-03;Giilda;Sprint 2;5;Forfait
2015-07-03;CIVA;Fixe oubli crontab migration;1;TMA
2015-07-02;VINSI;parametrage en conf des entrées sorties avec noeud pour;7;Télédeclaration DRM
2015-07-02;DeclarVins;Ticket 15448;1;TMA
2015-07-02;DeclarVins;Gestion projet TAS + IR;2;TMA
2015-07-02;CIVA;Migration;1;TMA
2015-07-02;AVA;Intégration SAGE;2;Facturation
2015-07-01;VINSI;les mvt en configuration deviennent les mvts de la télédec;7;Télédeclaration DRM
2015-07-01;Giilda;Sprint 2;2;Forfait
2015-07-01;DeclarVins;Ticket 15447;3;TMA
2015-07-01;DeclarVins;Ticket 15427;0,5;TMA
2015-07-01;DeclarVins;Point Mockup;0,5;TMA
2015-07-01;DeclarVins;Intervention transfert historique;1;TMA
2015-07-01;AVA;Export SAGE;7;Facturation
2015-06-30;VINSI; template rendu avec l'intelligence mais sans l'inté;1;Télédeclaration DRM
2015-06-30;VINSI; #15418 Export one shot des établissements actifs viticulteurs Exclu;1,5;TMA
2015-06-30;VINSI;#15417 mis à jour des nouveaux établissements avec Interpro;2,5;TMA
2015-06-30;VINSI; #15416 Enregistrement avec Interpro pour les nouveaux ETBs;1,5;TMA
2015-06-30;VINSI;#15333 Problème de Facturation en 100% négociant;1,5;TMA
2015-06-30;DeclarVins;Gestion des transferts d'historique;5;TMA
2015-06-30;DeclarVins;Gestion de projet evolution grc;1;TMA
2015-06-30;Aymeric;Portfolio;2;Aymeric
2015-06-30;AVA;Gestion de projet;1;Dégustation
2015-06-30;AVA;Export SAGE;4;Facturation
2015-06-29;VINSI;ajout du non apurement et des doc annexes ;7;Télédeclaration DRM
2015-06-29;DeclarVins;Ticket 15385;2;TMA
2015-06-29;AVA;Migration DRev;1;TMA
2015-06-29;AVA;Import produits dégustateurs, Export csv des produits et des formations, Mise en préprod;3;Dégustation
2015-06-29;AVA;Fixe bug Facturation;3;Facturation
2015-06-26;Aymeric;Portfolio;3;Aymeric
2015-06-26;AVA;Formation affichage;2;Dégustation
2015-06-26;24eme;RDV Sillage;;
2015-06-26;24eme;Rdv comptable;2;Gestion
2015-06-25;VINSI; maj plugin drm_pdf le pdf latex des DRM;7;Télédeclaration DRM
2015-06-25;DeclarVins;Tickets 14693 15376 15375;6;TMA
2015-06-25;DeclarVins;Gestion de projet redmine;1;TMA
2015-06-25;AVA;Produits pour la dégustation;2;DRev & Parcellaire
2015-06-25;AVA;Module de generation d'export;3;DRev & Parcellaire
2015-06-25;24eme;Préparation pièce comptable;2;Gestion
2015-06-24;VINSI;Choix entrées sorties avec Gwen et Fanny;3;Télédeclaration DRM
2015-06-24;VINSI;Analyse de maintenance;1;TMA
2015-06-24;DeclarVins;Debug par email ouverture DRM;3;TMA
2015-06-24;AVA;Module de generation d'export;4;DRev & Parcellaire
2015-06-24;AVA;Formulaire de saisie des formations;1;Dégustation
